code,name
203042,0512R091
203040,0512R007
203041,0512R028
203018,0504R091
203017,0504R028
300059,东方财富
203016,0504R007
600521,华海药业
600345,长江通信
600582,天地科技
600765,中航重机
600789,鲁抗医药
600790,轻纺城
600817,*ST宏盛
601238,广汽集团
600346,恒力股份
600993,马应龙
002330,得利斯
600606,绿地控股
300741,华宝股份
300740,御家汇
600552,凯盛科技
300739,明阳电路
300736,百华悦邦
300735,光弘科技
300732,设研院
600607,上实医药
300733,西菱动力
300729,乐歌股份
300731,科创新源
300727,润禾材料
603969,银龙股份
300725,药石科技
300722,新余国科
000669,金鸿控股
160421,华安智增
300730,科创信息
300720,海川智能
300719,安达维尔
300728,天常股份
300716,国立科技
300715,凯伦股份
300726,宏达电子
300713,英可瑞
300711,广哈通信
300737,科顺股份
300723,一品红
300709,精研科技
300708,聚灿光电
300706,阿石创
300705,九典制药
300702,天宇股份
300701,森霸股份
300721,怡达股份
300700,岱勒新材
300699,光威复材
300698,万马科技
300697,电工合金
300696,爱乐达
300718,长盛轴承
300693,盛弘股份
300695,兆丰股份
300692,中环环保
300690,双一科技
300689,澄天伟业
300712,永福股份
300710,万隆光电
300688,创业黑马
300687,赛意信息
300686,智动力
300683,海特生物
300685,艾德生物
300707,威唐工业
300680,隆盛科技
300681,英搏尔
300703,创源文化
300677,英科医疗
300717,华信新材
300682,朗新科技
300672,国科微
300679,电连技术
300670,大烨智能
300671,富满电子
300669,沪宁股份
300678,中科信息
300667,必创科技
300675,建科院
300665,飞鹿股份
300664,鹏鹞环保
300663,科蓝软件
300660,江苏雷利
300662,科锐国际
300691,联合光电
300659,中孚信息
300658,延江股份
300657,弘信电子
300656,民德电子
300655,晶瑞股份
300654,世纪天鸿
300651,金陵体育
300650,太龙照明
300649,杭州园林
300647,超频三
300648,星云股份
300646,侨源气体
300644,南京聚隆
300643,万通智控
300676,华大基因
300668,杰恩设计
300666,江丰电子
300641,正丹股份
300638,广和通
300661,圣邦股份
300637,扬帆新材
300636,同和药业
300635,达安股份
300634,彩讯股份
300653,正海生物
300633,开立医疗
300632,光莆股份
300631,久吾高科
300630,普利制药
300628,亿联网络
300627,华测导航
300624,万兴科技
300625,三雄极光
300622,博士眼镜
300621,维业股份
300642,透景生命
300640,德艺文创
300619,金银河
300639,凯普生物
300617,安靠智电
300615,欣天科技
300616,尚品宅配
300612,宣亚国际
300611,美力科技
300610,晨化股份
300609,汇纳科技
300608,思特奇
300606,金太阳
300645,正元智慧
300605,恒锋信息
300603,立昂技术
300604,长川科技
300602,飞荣达
300599,雄塑科技
300598,诚迈科技
300620,光库科技
300597,吉大通信
300595,欧普康视
300592,华凯创意
300591,万里马
300590,移为通信
300589,江龙船艇
300588,熙菱信息
300587,天铁股份
300586,美联新材
300585,奥联电子
300583,赛托生物
300584,海辰药业
300582,英飞特
300581,晨曦航空
300580,贝斯特
300607,拓斯达
300579,数字认证
300578,会畅通讯
300576,容大感光
300601,康泰生物
300573,兴齐眼药
300600,瑞特股份
300571,平治信息
300570,太辰光
300568,星源材质
300567,精测电子
300593,新雷能
300566,激智科技
300563,神宇股份
300561,汇金科技
300559,佳发安泰
300558,贝达药业
300557,理工光科
300556,丝路视觉
300555,路通视信
300577,开润股份
300575,中旗股份
300551,古鳌科技
300565,科信技术
300562,乐心医疗
300572,安车检测
300547,川环科技
300560,中富通
300543,朗科智能
300549,优德精密
300542,新晨科技
300553,集智股份
300552,万集科技
300539,横河模具
300545,联得装备
300550,和仁科技
300536,农尚环境
300534,陇神戎发
300548,博创科技
300535,达威股份
300533,冰川网络
300532,今天国际
300530,达志科技
300527,华舟应急
300528,幸福蓝海
300525,博思软件
300523,辰安科技
300521,爱司凯
300519,新光药业
300540,深冷股份
300537,广信材料
300517,海波重科
300518,盛讯达
300515,三德科技
300514,友讯达
300531,优博讯
300512,中亚股份
300529,健帆生物
300509,新美星
300510,金冠电气
300526,中潜股份
300506,名家汇
300505,川金诺
300520,科大国创
300503,昊志机电
300501,海顺新材
300502,新易盛
300513,恒泰实达
300522,世名科技
300499,高澜股份
300511,雪榕生物
300495,美尚生态
300494,盛天网络
300508,维宏股份
300507,苏奥传感
300493,润欣科技
300491,通合科技
300490,华自科技
300492,山鼎设计
300487,蓝晓科技
300488,恒锋工具
300485,赛升药业
300484,蓝海华腾
300482,万孚生物
300481,濮阳惠成
300497,富祥股份
300480,光力科技
300477,合纵科技
300478,杭州高新
300475,聚隆科技
300500,启迪设计
300489,中飞股份
300473,德尔股份
300498,温氏股份
300479,神思电子
300476,胜宏科技
300467,迅游科技
300474,景嘉微
300465,高伟达
300466,赛摩电气
300464,星徽精密
300463,迈克生物
300462,华铭智能
300470,日机密封
300483,沃施股份
300460,惠伦晶体
300458,全志科技
300461,田中精机
300472,新元科技
300471,厚普股份
300468,四方精创
300451,创业软件
300452,山河药辅
300453,三鑫医疗
300469,信息发展
300450,先导智能
300448,浩云科技
300447,全信股份
300446,乐凯新材
300444,双杰电气
300443,金雷风电
300442,普丽盛
300457,赢合科技
300440,运达科技
300455,康拓红外
300437,清水源
300459,金科文化
300449,汉邦高科
300435,中泰股份
300445,康斯特
300434,金石东方
300432,富临精工
300430,诚益通
300441,鲍斯股份
300428,四通新材
300429,强力新材
300438,鹏辉能源
300456,耐威科技
300427,红相股份
300439,美康生物
300426,唐德影视
300425,环能科技
300424,航新科技
300423,鲁亿通
300436,广生堂
300422,博世科
300421,力星股份
300417,南华仪器
300416,苏试试验
300415,伊之密
300414,中光防雷
300412,迦南科技
300411,金盾股份
300410,正业科技
300433,蓝思科技
300407,凯发电气
300431,暴风集团
300406,九强生物
300405,科隆股份
300404,博济医药
300403,地尔汉宇
300402,宝色股份
300400,劲拓股份
300419,浩丰科技
300420,五洋停车
300418,昆仑万维
300397,天和防务
300399,京天利
300396,迪瑞医疗
300413,快乐购
300394,天孚通信
300409,道氏技术
300408,三环集团
300392,腾信股份
300390,天华超净
300387,富邦股份
300401,花园生物
300386,飞天诚信
300384,三联虹普
300398,飞凯材料
300385,雪浪环境
300395,菲利华
300381,溢多利
300391,康跃科技
300389,艾比森
300378,鼎捷软件
300379,东方通
300388,国祯环保
300374,恒通科技
300375,鹏翎股份
300393,中来股份
300373,扬杰科技
300372,欣泰退
300370,安控科技
300382,斯莱克
300371,汇中股份
300383,光环新网
300364,中文在线
300377,赢时胜
300361,奥赛康
300368,汇金股份
300367,东方网力
300365,恒华科技
300359,全通教育
300358,楚天科技
300354,东华测试
300356,光一科技
300353,东土科技
300351,永贵电器
300350,华鹏飞
300369,绿盟科技
300360,炬华科技
300348,长亮科技
300347,泰格医药
300345,红宇新材
300346,南大光电
300357,我武生物
300366,创意信息
300342,天银机电
300341,麦迪电气
300340,科恒股份
300339,润和软件
300355,蒙草生态
300336,新文化
300349,金卡智能
300352,北信源
300333,兆日科技
300332,天壕环境
300337,银邦股份
300331,苏大维格
300344,太空智造
300338,开元股份
300329,海伦钢琴
300328,宜安科技
300325,德威新材
300323,华灿光电
300335,迪森股份
300321,同大股份
300330,华虹计通
300343,联创互联
300327,中颖电子
300319,麦捷科技
300318,博晖创新
300315,掌趣科技
300322,硕贝德
300334,津膜科技
300314,戴维医疗
300320,海达股份
300324,旋极信息
300308,中际旭创
300311,任子行
300307,慈星股份
300305,裕兴股份
300316,晶盛机电
300303,聚飞光电
300309,吉艾科技
300312,邦讯技术
300301,长方集团
300298,三诺生物
300317,珈伟股份
300304,云意电气
300297,蓝盾股份
300296,利亚德
300310,宜通世纪
300292,吴通控股
300299,富春股份
300300,汉鼎宇佑
300306,远方信息
300294,博雅生物
300286,安科瑞
300287,飞利信
300291,华录百纳
300290,荣科科技
300283,温州宏丰
300282,汇冠股份
300281,金明精机
300295,三六五网
300289,利德曼
300278,华昌达
300277,海联讯
300288,朗玛信息
300275,梅安森
300276,三丰智能
300285,国瓷材料
300274,阳光电源
300293,蓝英装备
300271,华宇软件
300270,中威电子
300280,南通锻压
300269,联建光电
300284,苏交科
300267,尔康制药
300266,兴源环境
300265,通光线缆
300263,隆华节能
300264,佳创视讯
300262,巴安水务
300257,开山股份
300272,开能环保
300260,新莱应材
300261,雅本化学
300253,卫宁健康
300251,光线传媒
300268,佳沃股份
300249,依米康
300250,初灵信息
300256,星星科技
300255,常山药业
300247,乐金健康
300246,宝莱特
300243,瑞丰高材
300240,飞力达
300244,迪安诊断
300238,冠昊生物
300252,金信诺
300248,新开普
300235,方直科技
300245,天玑科技
300239,东宝生物
300232,洲明科技
300230,永利股份
300231,银信科技
300236,上海新阳
300242,明家联合
300227,光韵达
300234,开尔新材
300233,金城医药
300241,瑞丰光电
300222,科大智能
300221,银禧科技
300229,拓尔思
300228,富瑞特装
300226,上海钢联
300237,美晨生态
300225,金力泰
300217,东方电热
300216,千山药机
300214,日科化学
300224,正海磁材
300223,北京君正
300211,亿通科技
300209,天泽信息
300208,恒顺众昇
300220,金运激光
300206,理邦仪器
300215,电科院
300205,天喻信息
300213,佳讯飞鸿
300212,易华录
300203,聚光科技
300219,鸿利智汇
300218,安利股份
300204,舒泰神
300210,森远股份
300198,纳川股份
300200,高盟新材
300197,铁汉生态
300196,长海股份
300195,长荣股份
300194,福安药业
300192,科斯伍德
300207,欣旺达
300188,美亚柏科
300186,大华农
300187,永清环保
300185,通裕重工
300199,翰宇药业
300182,捷成股份
300181,佐力药业
300183,东软载波
300193,佳士科技
300201,海伦哲
300189,神农基因
300179,四方达
300180,华峰超纤
300191,潜能恒信
300175,朗源股份
300178,腾邦国际
300176,鸿特精密
300173,智慧松德
300172,中电环保
300170,汉得信息
300171,东富龙
300168,万达信息
300169,天晟新材
300184,力源信息
300164,通源石油
300190,维尔利
300174,元力股份
300177,中海达
300161,华中数控
300160,秀强股份
300159,新研股份
300166,东方国信
300158,振东制药
300155,安居宝
300163,先锋新材
300154,瑞凌股份
300167,迪威迅
300152,科融环境
300153,科泰电源
300151,昌红科技
300149,量子高科
300150,世纪瑞尔
300146,汤臣倍健
300147,香雪制药
300162,雷曼股份
300144,宋城演艺
300156,神雾环保
300165,天瑞仪器
300141,和顺电气
300138,晨光生物
300136,信维通信
300148,天舟文化
300135,宝利国际
300134,大富科技
300133,华策影视
300132,青松股份
300142,沃森生物
300131,英唐智控
300145,中金环境
300129,泰胜风能
300143,星普医科
300127,银河磁体
300139,晓程科技
300140,中环装备
300125,易世达
300124,汇川技术
300122,智飞生物
300130,新国都
300128,锦富技术
300118,东方日升
300116,坚瑞沃能
300117,嘉寓股份
300126,锐奇股份
300115,长盈精密
300113,顺网科技
300120,经纬电材
300112,万讯自控
300110,华仁药业
300111,向日葵
300107,建新股份
300119,瑞普生物
300104,乐视网
300123,亚光科技
300105,龙源技术
300101,振芯科技
300100,双林股份
300102,乾照光电
300114,中航电测
300109,新开源
300096,易联众
300095,华伍股份
300094,国联水产
300103,达刚路机
300092,科新机电
300098,高新兴
300093,金刚玻璃
300091,金通灵
300108,吉药控股
300089,文化长城
300090,盛运环保
300087,荃银高科
300086,康芝药业
300106,西部牧业
300082,奥克股份
300084,海默科技
300099,精准信息
300097,智云股份
300078,思创医惠
300077,国民技术
300076,GQY视讯
300088,长信科技
300085,银之杰
300073,当升科技
300074,华平股份
300072,三聚环保
300070,碧水源
300071,华谊嘉信
300068,南都电源
300069,金利华电
300067,安诺其
300083,劲胜智能
300075,数字政通
300080,易成新能
300079,数码科技
300066,三川智慧
300081,恒信东方
300063,天龙集团
300057,万顺股份
300054,鼎龙股份
300055,万邦达
300062,中能电气
300058,蓝色光标
300052,中青宝
300061,康旗股份
300047,天源迪科
300056,三维丝
300046,台基股份
300045,华力创通
300049,福瑞股份
300050,世纪鼎利
300064,豫金刚石
300053,欧比特
300051,三五互联
300048,合康新能
300038,梅泰诺
300039,上海凯宝
300035,中科电气
300036,超图软件
300037,新宙邦
300044,赛为智能
300033,同花顺
300034,钢研高纳
300031,宝通科技
300042,朗科科技
300030,阳普医疗
300026,红日药业
300043,星辉娱乐
300024,机器人
300022,吉峰农机
300023,宝德股份
300041,回天新材
300027,华谊兄弟
300021,大禹节水
300028,金亚科技
300017,网宿科技
300016,北陆药业
300015,爱尔眼科
300014,亿纬锂能
300040,九洲电气
300011,鼎汉技术
300010,立思辰
300025,华星创业
300019,硅宝科技
300018,中元股份
300013,新宁物流
300012,华测检测
300005,探路者
300004,南风股份
300020,银江股份
200992,中  鲁Ｂ
300001,特锐德
200869,张  裕Ｂ
300008,天海防务
300006,莱美药业
200726,鲁  泰Ｂ
300007,汉威科技
200625,长  安Ｂ
200761,本钢板Ｂ
200771,杭汽轮Ｂ
200986,粤华包Ｂ
200770,武锅B退
300003,乐普医疗
200550,江  铃Ｂ
200553,沙隆达Ｂ
200725,京东方Ｂ
200539,粤电力Ｂ
200530,大  冷Ｂ
200613,大东海B
200706,瓦轴B
200570,苏常柴Ｂ
200596,古井贡Ｂ
200429,粤高速Ｂ
200418,小天鹅Ｂ
200541,粤照明Ｂ
200512,闽灿坤Ｂ
200505,京粮B
200152,山  航Ｂ
200521,皖美菱Ｂ
200513,丽珠Ｂ
200058,深赛格B
200488,晨  鸣Ｂ
200468,*ST宁通B
200160,东沣B
200413,东旭B
200168,舜喆B
200053,深基地Ｂ
200057,*ST大洋B
200056,皇庭B
200029,深深房Ｂ
200045,深纺织Ｂ
200025,特  力Ｂ
200054,建车B
200037,深南电B
200041,*ST本实B
200039,中集Ｂ
200024,招商局Ｂ
200017,深中华B
200016,深康佳Ｂ
200022,深赤湾Ｂ
200030,富奥B
200028,一致Ｂ
200026,飞亚达Ｂ
200020,深华发Ｂ
200011,深物业B
200019,深深宝Ｂ
200018,神州B
200003,PT金田Ｂ
200012,南  玻Ｂ
184728,基金鸿阳
200002,万科Ｂ
200015,PT中浩Ｂ
200013,*ST石化B
184801,鹏华前海
184738,基金通宝
184722,基金久嘉
184721,基金丰和
184720,基金久富
184713,基金科翔
184712,基金科汇
184709,基金安久
184711,基金普华
184710,基金隆元
184718,基金兴安
184708,基金兴科
184705,基金裕泽
184703,基金金盛
184702,基金同智
184700,基金鸿飞
184701,基金景福
184696,基金裕华
184699,基金同盛
184695,基金景博
184693,基金普丰
184698,基金天元
184688,基金开元
184692,基金裕隆
184691,基金景宏
184690,基金同益
184689,基金普惠
169201,浙商汇金鼎盈
169104,东证睿满
169102,东证睿阳
169105,东证睿华
168401,红土定增
169101,东证睿丰
168301,东海祥龙
168102,九泰锐富
168101,九泰锐智
168104,九泰锐丰
168103,九泰锐益
168002,国寿精选
167501,安信宝利LOF)
168106,九泰锐华
167003,平安鼎弘
168105,九泰泰富
167901,华宸300
167002,平安鼎越
167001,平安鼎泰
166902,民生增利A
166402,沪港深F
166401,增利C
166105,信达鑫安
166024,中欧恒利
166008,中欧强债A
166016,中欧纯债C
166011,中欧盛世成长A
165705,诺德双翼
166009,中欧动力A
166007,中欧300A
166006,中欧成长A
165516,信诚周期
166012,中欧信用CLOF)
166001,中欧趋势A
165513,信诚商品
165807,东吴鼎利
165806,东吴100
165517,信诚双盈LOF)
165528,信诚鼎利
165512,信诚机遇
165508,信诚深度
165510,信诚四国
165525,基建工程
165509,信诚增强
165317,建信丰裕
164902,交银添利
165311,建信信用增强A
165309,建信300
164808,工银四季
164705,添富恒生
164815,原油LOF
164823,深成LOF
164906,中国互联
164814,工银双债
164812,政府债基
164810,工银纯债
164509,国富恒利
164702,添富季红
164701,添富贵金
164703,添富纯债
164210,天弘同利
164606,信用增利LOF)
164208,天弘丰利
164403,农业精选
163907,中海惠裕
164206,天弘添利LOF)
164105,华富强债
164302,新华惠鑫C
163824,中银盛利
163503,天治核心
164205,天弘深成
163827,中银产债
163821,中银300E
163819,中银信用
163412,兴全轻资
163415,兴全模式
163409,兴全绿色
163801,中银中国
163407,兴全300
163402,兴全趋势
163210,诺安纯债A
163208,诺安油气
163302,大摩资源
163112,申万债券
163111,申万中小
163003,长信利鑫C
163005,长信利众C
163110,申万量化
163119,申万健康
162712,广发聚利LOF)
163001,长信医疗
162703,广发小盘
162719,广发石油
162718,广发鑫瑞
162715,广发聚源债A
162711,广发500LA
162717,广发睿吉
162414,新机遇A
162308,海富增利
162415,美国消费
162510,国安双力
162006,长城久富
162411,华宝油气人民币)
162307,海富100
161908,万家添利
162215,泰达聚利
162607,景顺资源
162207,泰达效率
161911,万家强债
162105,持久增利
162108,金鹰元盛
161907,万家红利
161835,银华惠丰
161834,银华鑫锐
161831,H股分级
161821,银华50A
161815,银华通胀
161903,万家优选
161810,银华内需
161722,招商丰泰
161813,银华信用
161811,300分级
161714,招商金砖
161727,招商增荣
161716,招商双债LOF)
161706,招商成长
161631,人工智能
161715,大宗商品
161630,融通农业
161607,融通巨潮A/B
161626,融通通福
161614,融通添利
161713,招商信用LOF)
161505,银河通利A
161610,融通领先
161227,深证100
161233,国投瑞泰
161232,国投瑞盛
161230,丰利A类
161229,国投中国
161224,国投丝路
161226,白银基金
161222,国投瑞利
161225,国投瑞盈
161219,国投产业
161129,原油基金
161213,国投消费
161130,纳指LOF
161210,国投新兴
161128,标普科技
161117,易基永旭
161127,标普生物
161216,双债A
161125,标普500
161115,易基岁丰
161116,易基黄金
161124,香港小盘
161038,成长量化
161019,富国天锋
161126,标普医药
161037,高端制造
161036,娱乐增强
161015,富国天盈
161035,医药增强
161033,智能汽车
161010,富国天丰
161017,富国500
161005,富国天惠A
161014,富国汇利
160910,大成创新
160922,恒生中小
160921,大成定增
160915,大成景丰（LOF）
160919,大成产业
160918,大成小盘
160810,长盛同丰
160916,优选LOF
160807,长盛300
160924,恒指LOF
160805,长盛同智
160809,长盛同辉
160812,长盛同益
160806,长盛同庆LOF)
160723,嘉实原油
160722,嘉实惠泽
160720,中期企债
160813,长盛同盛
160717,恒生H股
160706,嘉实300联接
160719,嘉实黄金
160644,互联网QD
160716,嘉实50
160618,鹏华丰泽
160621,鹏华丰和
160617,鹏华丰润
160635,医药基金
160643,空天一体
160642,鹏华增瑞混合
160616,鹏华500
160607,鹏华价值
160613,鹏华创新
160611,鹏华治理
160519,博时睿利
160622,鹏华丰利
160610,鹏华动力
160522,博时睿益
160615,鹏华300
160520,弘盈A
160518,博时睿远
160324,华夏磐晟
160515,安丰18A
160422,定增事件
160512,博时卓越
160323,华夏磐泰
160505,博时主题
160415,华安S300
160416,石油基金
160513,稳健债A
160311,华夏蓝筹
160220,国泰民益
160322,港股精选
160314,华夏行业
160223,创业板基
160212,国泰估值优势LOF)
160216,国泰商品
160215,国泰价值
160225,新汽车
160130,南方永利A
160140,美国REIT
160133,南方天元
160123,南方50债
160131,南方聚利A
160128,南方金利A
160125,南方香港
160106,南方高增
160119,南方500
159954,H股ETF
160105,南方积配
159955,创业板E
159951,中关村A
159957,创业板HX
159958,创业板ET
159956,创业板F
159945,全指能源
159952,创业ETF
159953,工业ETF
159948,创业板EF
159950,深成指EF
159949,创业板50
159942,中创100
159946,全指消费
159944,全指材料
159943,大成深证ETF
159938,广发医药
159941,纳指100
159940,全指金融
159939,信息技术
159933,金地ETF
159937,博时黄金ETF
159936,可选消费
159932,500深ETF
159935,景顺500
159928,消费ETF
159934,易基黄金ETF
159931,添富金融ETF
159930,能源ETF
159929,添富医药ETF
159922,嘉实中证500ETF
159927,A300ETF
159926,嘉实中期国债ETF
159924,300等权
159921,中小等权
159923,100ETF
159916,深F60
159925,南方300
159920,恒生ETF
159918,中创400
159919,嘉实300ETF
159917,中小成长
159908,深F200
159910,深F120
159915,创业板
159913,深价值
159902,中小板
159912,深300ETF
159911,民营ETF
159907,中小300
159909,深TMT
159003,招商快线A
159905,深红利
159906,深成长
159903,深成ETF
150344,证券B基
159901,深100ETF
159005,添富快钱A
159001,保证金
150335,军工股A
150336,军工股B
150332,网金融B
150331,网金融A
150330,保险B
150329,保险A
150327,新能A级
150343,证券A基
150326,高铁B端
150324,环保B端
150328,新能B级
150317,E金融A
150325,高铁A端
150323,环保A端
150322,煤炭B基
150321,煤炭A基
150318,E金融B
150316,工业4B
150315,工业4A
150307,体育A
150311,智能A
150309,信息安A
150308,体育B
150305,养老A
150306,养老B
150304,创业股B
150303,创业股A
150302,证券股B
150301,证券股A
150300,银行股B
150299,银行股A
150298,互联B级
150296,改革B
150295,改革A
150287,钢铁A
150292,中融银行B
150293,高铁A级
150297,互联A级
150283,SW医药A
150291,中融银行A
150288,钢铁B
150290,煤炭B级
150284,SW医药B
150289,煤炭A级
150281,金融地A
150282,金融地B
150278,高铁B
150280,新能B
150279,新能A
150277,高铁A
150275,一带一A
150276,一带一B
150274,带路B
150272,生物药B
150271,生物药A
150270,白酒B
150269,白酒A
150268,银行B类
150266,一带B
150267,银行A类
150265,一带A
150264,1000B
150259,重组A
150263,1000A
150261,医疗A
150260,重组B
150257,易方达生物A
150262,医疗B
150247,传媒A级
150249,银行A端
150251,煤炭A
150250,银行B端
150255,银行业A
150252,煤炭B
150246,互联B
150248,传媒B级
150244,创业B
150245,互联A
150243,创业A
150242,银行B级
150241,银行A级
150238,环保B级
150233,传媒业A
150237,环保A级
150236,券商B级
150232,电子B
150228,银行B
150234,传媒业B
150235,券商A级
150231,电子A
150226,证保B级
150227,银行A
150229,酒A
150230,酒B
150223,证券A级
150221,中航军A
150225,证保A级
150224,证券B级
150222,中航军B
150215,TMTA
150213,成长A级
150220,健康B
150218,新能源B
150217,新能源A
150216,TMTB
150214,成长B级
150219,健康A
150205,国防A
150211,新能车A
150201,券商B
150210,国企改B
150199,食品B
150198,食品A
150208,地产B端
150196,有色A
150204,传媒B
150195,互联网B
150206,国防B
150203,传媒A
150193,地产B
150192,地产A
150207,地产A端
150191,NCF环保B
150190,NCF环保A
150200,券商A
150197,有色B
150194,互联网A
150189,转债进取
150186,军工A级
150182,富国军工B
150187,军工B级
150185,环保B
150184,环保A
150177,证保A
150178,证保B
150181,富国军工A
150188,转债优先
150180,信息B
150179,信息A
150174,TMT中证B
150176,H股B
150175,H股A
150173,TMT中证A
150171,证券A
150170,恒生B
150169,恒生A
150172,证券B
150167,银华300A
150161,惠鑫B
150156,中银互B
150168,银华300B
150160,通福B
150164,可转债A
150158,金融B
150152,创业板A
150157,金融A
150147,同利B
150154,惠丰B
150153,创业板B
150151,有色800B
150150,有色800A
150146,高贝塔B
150142,互利债B
150144,转债B级
150148,医药800A
150141,国金300B
150145,高贝塔A
150143,转债A级
150140,国金300A
150139,中证800B
150135,国富100A
150138,中证800A
150137,宝利B
150133,德信A
150136,国富100B
150134,德信B
150132,元盛B
150130,医药A
150129,丰利债B
150128,工银增B
150127,双增B
150124,建信50B
150117,房地产A
150131,医药B
150123,建信50A
150120,鼎利进取
150118,房地产B
150121,银河优先
150122,银河进取
150115,同丰B
150114,惠裕B
150108,同辉100A
150113,深100B
150112,深100A
150106,中小A
150109,同辉100B
150111,华商500B
150102,利众B
150101,资源B
150107,中小B
150099,同庆800B
150110,华商500A
150104,HS300A
150100,资源A
150098,同庆800A
150105,HS300B
150093,诺德300B
150097,商品B
150096,商品A
150095,泰信400B
150094,泰信400A
150092,诺德300A
150091,成长B
150090,成长A
150086,中小板B
150085,中小板A
150088,金鹰500A
150087,信用B
150089,金鹰500B
150084,深证100B
150083,深证100A
150081,双盈B
150080,双佳B
150078,回报B
150075,诺安进取
150077,浙商进取
150082,信达利B
150076,浙商稳健
150079,通利债B
150073,诺安稳健
150072,盛世B
150071,盛世A
150070,双力B
150069,双力A
150067,互利B
150066,互利A
150068,双翼B
150064,同瑞A
150065,同瑞B
150063,安盛增利B
150062,安盛增利A
150060,资源B级
150057,中小300A
150059,资源A级
150061,丰泽B
150056,500B
150052,沪深300B
150055,500A
150054,泰达500B
150053,泰达500A
150051,沪深300A
150050,消费进取
150043,裕祥B
150042,利鑫B
150047,消费A
150045,海富增利B
150044,海富增利A
150041,天盈B
150037,建信进取
150035,聚利B
150040,鼎利B
150039,鼎利A
150036,建信稳健
150038,万家利B
150033,多利进取
150034,聚利A
150031,中证90B
150030,中证90A
150029,中证500B
150028,中证500A
150027,添利B
150032,多利优先
150025,景丰A
150023,深成指B
150022,深成指A
150018,银华稳进
150026,景丰B
150020,汇利A
150017,合润B
150016,合润A
150021,汇利B
150019,银华锐进
150012,中证100A
150011,国泰进取
150010,国泰优先
150009,瑞和远见
150008,瑞和小康
150003,建信优势
150002,大成优选
150001,瑞福进取
150007,同庆B
131811,Ｒ-002
131809,Ｒ-004
131802,Ｒ-014
131806,Ｒ-182
131805,Ｒ-091
002930,宏川智慧
002929,润建通信
131803,Ｒ-028
131801,Ｒ-007
131810,Ｒ-001
002927,泰永长征
131800,Ｒ-003
002919,名臣健康
002925,盈趣科技
002923,润都股份
002931,锋龙股份
002922,伊戈尔
002926,华西证券
002921,联诚精密
002920,德赛西威
002911,佛燃股份
002909,集泰股份
002918,蒙娜丽莎
002907,华森制药
002916,深南电路
002917,金奥博
002915,中欣氟材
002903,宇环数控
002901,大博医疗
002913,奥士康
002912,中新赛克
002910,庄园牧场
002908,德生科技
002906,华阳集团
002902,铭普光磁
002893,华通热力
002905,金逸影视
002891,中宠股份
002900,哈三联
002898,赛隆药业
002899,英派斯
002896,中大力德
002895,川恒股份
002897,意华股份
002890,弘宇股份
002888,惠威科技
002885,京泉华
002881,美格智能
002889,东方嘉盛
002884,凌霄泵业
002886,沃特股份
002882,金龙羽
002880,卫光生物
002879,长缆科技
002872,天圣制药
002878,元隆雅图
002871,伟隆股份
002883,中设股份
002867,周大生
002866,传艺科技
002876,三利谱
002875,安奈儿
002870,香山股份
002877,智能自控
002868,绿康生化
002869,金溢科技
002865,钧达股份
002864,盘龙药业
002863,今飞凯达
002861,瀛通通讯
002862,实丰文化
002859,洁美科技
002860,星帅尔
002850,科达利
002857,三晖电气
002846,英联股份
002845,同兴达
002856,美芝股份
002858,力盛赛车
002842,翔鹭钨业
002853,皮阿诺
002852,道道全
002849,威星智能
